J3KQE5	Q6PKD4
A8K4Z2	C9JTT7
P22736	P43354
P21675	Q96ES7
E9PNU4	Q9UEU0
P01282	P27487
A0A087WY71	E9PPY8
A0A087WY71	E9PR62
A0A087WY71	E9PQP4
B4DXH2	C9J0T2
B4DG89	C9J6N9
P25788	P84243
B4DXH2	C9J1M7
O43513	Q8NBB4
O14757	P46777
B4DXH2	C9J3Y4
C6EMX8	Q7Z6P5
Q14147	Q8IZ69
B7Z571	Q6MZI6
P13861	P62258
O95478	P46087
C9JFG9	P59998
P41212	Q8WYB5
B4DXH2	C9J5Z0
A8K3R2	E9PS41
P13647	P31947
P61088	Q9NS56
B1AJQ6	Q96AJ9
Q14119	Q9BZS1
Q14978	Q99496
O43242	Q7L5N1
A0A087WUX6	Q05BX4
O43189	Q92769
A0A087WUX6	Q05CW6
Q9H307	Q9Y5B6
B4DG89	C9JNP9
P32856	Q04917
Q9H307	Q9Y5T5
O15198	P22670
P50570	Q05193
H3BV99	Q8N4C7
Q13705	Q8N6C5
O43745	P19634
P35555	Q16270
O15503	Q14739
P54792	Q9Y6R4
B3KSH1	P25786
H0Y4T7	Q5JP02
H0Y4T7	Q5JP01
O95343	Q08117
O75381	O96011
O00472	P42568
B4DDF5	Q59F49
P10147	P55774
Q8N4C7	Q9H115
P61088	Q9NZS9
Q8N4C7	Q9H267
Q8N4C7	Q9H269
Q8N4C7	Q9H270
H0Y4T7	Q5JNZ6
O43189	Q92800
O00233	Q53HB3
C9J0E9	Q7L5N1
O94864	Q14140
J3KNQ3	O00487
Q09472	Q86Y01
P19438	Q15046
Q09472	Q86WP2
P04637	Q9BZS1
O14520	Q13520
Q15293	Q8NBP7
C9J999	Q13618
J3KNQ3	O00303
P32189	P54886
E9PNM7	Q16537
D3DWV9	H0Y5Q7
B1AHB1	Q8N7F5
P23497	Q03060
H3BPE4	Q6ZNE1
P54920	P61266
Q96EI5	Q9UHQ7
P61513	Q71UM5
Q8NI35	Q9NPB6
A0A0G2JS82	H7BZG6
H0YJ47	Q9Y587
P04637	P49840
M0QYZ2	O94973
D6RDJ3	H7C0D9
A0A0C4DH38	P01834
Q92575	Q9GZP9
P05026	Q969H0
P06748	P09651
Q7L3B6	Q86SX1
B7Z788	Q6QBN5
B7Z788	Q6QBN8
E9PIQ6	P09884
Q7L3B6	Q86U12
D3DWV9	H0YNF5
Q4VCS5	Q68EM7
C9J999	H7C1L6
D3DWV9	H0YMU3
D3DWV9	H0YLI6
C9J3Y4	F6V107
P04350	Q07666
D3DWV9	H0YL72
D3DWV9	H0YKD0
P31947	Q01546
A3KFL5	Q15024
H0YN18	Q5U0A0
P28358	Q09472
O60486	P51805
O43189	Q93062
K7EM38	Q9Y281
Q8N4C7	Q9H4M9
A0A0G2JS82	H7C1E4
A0A087WYS5	E9PQE8
M0QXK2	Q6NVW9
I3L239	O75322
A8K984	Q9NTJ3
A0A087WYS5	E9PKS9
B4DZ95	Q86TQ8
P15531	Q96GM5
B4DZ95	Q86SW4
O60259	P07101
P52298	Q99633
P19784	Q6P1J9
Q9H307	Q9Y222
B4DZ95	Q86TW7
P80294	P80297
A0A087WYS5	E9PN70
A0A0S2Z618	Q9H4N9
B3KT37	P31947
B3KT37	P31946
P09874	Q13077
P32942	Q95604
B3KNX7	Q59FQ0
B1ALA9	B2R860
B1ALA9	B2R7R5
O95436	P14625
B7Z7I4	P17987
O75925	P30876
H7C378	J3QSE0
H7C378	J3QSA9
H7C378	J3QRW1
H7C378	J3QRR3
Q8WWL3	Q9Y210
O95721	Q2M3D2
P55317	Q9UBC0
P31947	Q00987
A0A087WWN2	P62877
H7C378	J3QQM1
E9PIW3	Q5W0S5
E9PIW3	Q5W0S4
A0A0A0MSS0	Q6LEU0
Q7Z3K6	Q9H9S0
O43157	Q13308
Q9NUU7	Q9UMR2
Q12931	Q9BXM7
E9PQW5	Q59FQ0
Q12931	Q9BV61
J3KRP2	O00233
J3KNG4	Q6LEU0
E7EW35	Q6ZTP6
B2R6Y1	P62805
A6NMS2	Q14558
P13688	P40199
H0YM03	Q59F65
B4DLQ0	Q86TH3
Q59EL2	Q8N9M2
P02768	P10124
B7Z5S9	B7Z853
P04156	P09486
P14618	Q8N138
A5PHJ9	C9J634
A6NMS2	H7C540
P13164	Q01629
P13164	Q01628
P58743	Q86WA9
O15514	O60244
M0QYZ2	O95782
A0A0A0MRR5	Q9HA47
B2R7M1	F5GX48
Q14565	Q9Y620
O60486	Q9Y4D7
J3QRY4	Q13098
A0AVG3	O00161
B2R7M1	F5H847
Q5PSV4	Q92769
O14980	P09429
P01106	P0CG48
Q92890	Q9GZP9
B2R7M1	F5H5F3
Q00403	Q8IYA7
Q14565	Q9Y265
O14980	P09651
Q12837	Q9H2W2
P56537	Q9UBQ5
B7Z5S9	B7ZB52
O14974	Q12913
Q8TCG5	Q9UKG9
E9PKS9	I3L3S0
B4DH37	P32856
P46379	Q00536
P21675	Q99502
B4E3E1	H7C1E4
Q12837	Q9H161
P12755	Q9UPW6
O75694	P0CG47
P0DJD3	P38159
Q29983	Q8IYS5
B2R7M1	F5H1T6
A8K666	K7ER16
P25787	P61201
O43405	P02458
P48165	P52799
O43405	P02452
A8K666	K7ERS0
H7C3T0	Q9UNM7
H7C3T0	Q9UNM6
H7C3T0	Q9UNS2
P56537	Q9UHA3
P78317	Q8NCF5
B4DS96	P59780
P62851	Q5JNZ5
E5RG31	Q59F49
O14641	P16885
P13521	Q9UJY5
P08047	P25791
A8K666	K7EPH2
B4E3E1	H7BZG6
O00421	P80098
O95155	Q9UM11
O00421	P80075
A8K666	K7ER00
P56180	Q9BT67
P19784	Q6NSW7
B4DR91	J3KN29
P21675	Q8WUM0
O95155	Q9UNZ2
P05787	Q08188
P98082	Q8N2W9
Q2VPJ6	Q9BV61
P31947	Q00610
A8K666	K7EK06
O43524	P12004
P08047	P25490
C6EMX8	P33993
Q53G76	Q6IBS0
P0CG48	Q1L5Z9
H7C378	J3QLH6
P51668	Q15386
H0YLC2	Q6MZI6
A0A096LP07	J3KTQ1
H3BNR4	Q96CW1
C9JTT6	F8WCF6
Q13889	Q9NZ71
P25205	Q9NXL9-4
P60604	Q6P1J9
Q6ZMK4	Q9H4N9
H0YK94	P59780
P08047	P26358
H3BT25	P30613
Q01844	Q93062
Q15327	Q9UBL3
A0A0A0MSS0	Q6P186
P07737	Q9Y6W5
E9PKS9	Q9Y296
P02511	P29965
B3KQY9	Q6ZPA8
O15498	Q9NRW7
P46531	Q9GZV5
P46531	Q9GZL7
E9PKS9	Q9Y5R8
F5H726	Q2TU64
P54920	P63027
J3KRJ4	Q7L5N1
O14757	P49450
B4DR91	J3KRP2
P49356	Q92696
Q9BXM7	Q9Y4K3
D6RFN0	H7C531
P26367	P28324
B4DDF5	Q4ZG57
P07737	Q9Y2A7
Q9BXM7	Q9Y3I1
B7Z4B6	Q5T376
P01911	Q31612
O00161	P49454
B3KVH4	O60346
I3L4G9	Q14558
P33992	Q53FG5
O94776	Q5JNZ6
B7Z478	P43686
P29353	P46940
B7ZA86	Q53RR5
B7ZA86	Q53S41
O94776	Q5JP01
O94776	Q5JP02
P25025	Q01718
D6RFN0	H7C3P9
P41134	Q99543
P46531	Q9H0M0
D6RFN0	H7C3T0
B2R548	O15212
B4DSW6	Q9Y294
P35998	Q3KQZ1
Q8N668	Q9UBI1
A0A087WU65	O75558
P27797	P54652
Q13418	Q86X55
Q96NT1	Q9ULW6
H7C378	Q53HB3
A0A087WW88	M0R1T5
B7ZB02	C9K0K7
A0A087WW88	M0R1L7
P21127	Q9BZS1
A0A087WSZ0	P0DP04
A0A087WSZ0	P0DP02
P45974	P54727
A2AB88	Q9NQP4
B7Z437	P35241
Q13418	Q86UX7
C9JGR9	Q6DKJ9
O00541	O60832
Q92833	Q96IT1
Q49AN0	Q9UKT6
H7C3T0	Q9Y6E3
O94855	Q86Y82
P25090	P49019
P62807	Q6NXT2
O95630	Q15843
B4DUR8	P50991
B4DUR8	P50990
H3BV19	P67870
P62333	Q9H871
O75925	Q7Z333
I3L3R2	Q9Y281
P15153	P19397
C9J8M3	Q53HK8
A0A087WZN1	O15384
A0A087WZN1	O15385
B7ZB02	C9JUN4
P31947	Q03468
Q5VWC4	V9HW24
O00141	Q15119
Q01844	Q92833
E9PC44	F5H365
P98082	Q92997
A0A0A0MSS0	Q6NSC7
B3KXZ4	Q9BWF4
B7ZB02	C9JJS3
B3KXZ4	P49736
P61326	Q13595
P07737	P50552
P62888	Q6DKI1
B7ZB02	C9JKT9
A0A0D9SET9	E9PF84
P20618	Q6IB71
A0A1W2PPG1	Q6LEU0
P13349	Q9Y6Q9
B7Z6D0	Q96A47
P46781	P62633
D6RFN0	Q15008
B7ZB02	C9JNQ3
Q53HJ0	Q59F65
O75379	P0CG47
O75379	P0CG48
P16220	P61968
B1AHB2	B3KMX0
P52434	Q15653
H7C068	P24539
O60496	P07948
O43541	P31273
O43541	P31269
A0A1W2PQM3	A0AVG3
E5RG31	Q4ZG57
D6RFN0	Q13098
B7ZB02	C9JDH0
B7Z2Z8	F8WAM2
B7ZB02	C9JDU5
Q8IWF2	Q9UBV2
Q53HJ0	Q59G89
P13765	P21854
H0YJC0	H0YL69
Q2M1K9	Q9UH73
C9JJ64	Q6P712
H0YJC0	H0YKT8
J3QRY4	Q15008
H0YJC0	H0YKS0
H0YJC0	H0YLC2
A2IDB2	B0AZS6
A0A087X2J4	B4DR83
Q9NYF8	Q9NZN8
H0YJC0	H0YLS6
B1AHB2	B3KV41
H0YJC0	H0YMA1
H0YJC0	H0YMI6
P20226	Q08211
B1AHB2	B3KVF0
J3QL26	Q86XZ2
H0YJC0	H0YN18
H0YJC0	H0YJC4
B1AHB2	B3KUD7
H0YJC0	H0YJS8
H0YJC0	H0YJT1
B7Z1C9	Q59H77
H0Y3Y9	P43686
P52434	Q15020
Q01664	Q9H4I2
P51692	Q9HC24
O15519	P45985
H0YJC0	H0YMZ1
H0YJC0	H0YMV3
B1AHB2	B3KXZ4
P33552	Q8NG66
P19784	Q6PD62
O43548	P05787
P26012	Q08722
Q13427	Q14498
B4DSV5	H0Y8E6
Q15654	Q9HBZ2
A4D210	O75821
O94973	Q6PK57
O94973	Q6PK37
P17861	Q15011
O43639	P21860
B7Z217	P55160
B7ZB02	C9J168
P19784	Q6PL18
J3QL26	Q86U13
O43255	Q9H422
A0A0C4DGE4	Q59G13
A0A0S2Z476	J3KTB0
O43255	Q9H6Z9
O75530	P84103
A0A0K0K1J3	B2R7T8
A0A0S2Z476	J3KSA5
O95376	P55072
B7Z2Z8	F8VQ14
A0A0S2Z476	J3KRJ4
A0A0S2Z476	J3KRE8
P31947	Q02156
B7ZBM8	P60880
Q15642	Q9Y3L3
P42681	Q8IXH7
C9J8Y3	E9PRV8
P01034	P54253
P50613	P78371
A0A0D9SFW6	P61266
P39748	Q9NZ71
C9J8Y3	E9PPY7
P04198	Q8IY57
Q58FF7	Q5CAQ4
Q58FF7	Q5CAQ5
B1AHB1	Q8NHX6
O43463	Q86W54
H0YJT1	Q59GS3
H3BNR4	Q96PC3
P78537	Q6QNY1
K7EIT4	P27348
Q01959	Q9NRD5
B4DM31	Q5BKZ2
P41235	Q5VV67
O96019	Q99496
O43157	Q16658
H0YJT1	Q59EG8
Q7L5N1	V9HW55
A6NDZ8	Q92769
B7Z425	Q8N4C7
O60341	P0CG48
P28070	Q6MZI6
Q14192	Q9UBI1
P01308	Q00577
B4DG89	B4E3I3
P07737	P52630
F5H282	Q9BU08
P06401	P20226
O00444	Q9Y297
Q14192	Q9UDV6
H3BRM7	H7BZG6
H3BQY9	Q6LEU0
O14874	P11908
P84243	Q6NXT2
Q15797	Q9NRR4
P08047	P28360
Q6NXT2	Q7Z2G1
C9JGT8	H0YDE9
P31152	Q7L8L6
P18074	Q9UPY8
O14745	Q9ULV1
B3KRP1	Q9Y294
P61201	Q53GN6
Q15642	Q9Y6W5
Q14192	Q9UHX1
E1CEI4	P48507
B7ZBM8	P61266
C9JGT8	H0YEG0
P52888	Q15843
O14867	O75376
A0A087X0B7	F8W9Z6
Q86Z02	Q9UER7
P02649	P02768
C9JFE4	Q9BX72
P0DN78	P25098
P33240	Q6P1J9
P61201	Q53FV3
O75475	Q9UMN6
P61266	Q53GW1
F5H282	P49368
A6PVI3	Q8N684
P18074	Q9UI95
E9PP50	V9HVZ7
A0A0G2JR96	Q9Y2A7
Q9Y5Y2	X5D995
P20648	P55011
C9JFE4	Q9BT78
P28289	P63313
H3BNE1	P61266
P18848	Q9NR55
P62807	Q71DI3
O95996	P0CG48
O43255	Q9GZU2
Q96EB6	Q9ULJ6
Q2VPJ6	Q9H6X9
Q9Y2L6	V9GZ54
E9PFR3	Q9P1A2
P53621	Q96RQ1
H0YJ47	P53680
Q96EB6	Q9UJA3
F5GWF6	F5GZI8
A0A087WVV1	B4DR91
P20042	P55036
B3KSK2	F8W061
A0A1W2PPG1	Q6NSC7
B3KMK7	H7C229
A0A087WVV1	B4E0X6
P28066	Q6IB71
O43683	P11802
F5GWF6	F5GZ03
N0E638	Q8NEV1
P46776	Q92901
P49720	Q7L5N1
Q9BPX4	Q9UI10
P61956	Q9GZR1
P0DMV9	Q9BZS1
Q12824	Q86U86
B7Z2V6	Q9Y5K8
B3KSK2	F8W0A2
C9JDU5	E7EPA1
P56537	Q9Y2I8
J3QTB0	Q2M2U7
P24864	P25205
P04637	Q9H4R4
P56537	Q9Y3B9
O15265	Q9Y3T9
A0A096LPJ3	H3BTM8
P63027	X5D7S1
P04637	Q9H7N4
O75925	P33991
O75925	P33993
O75925	P33992
Q58FF8	Q7L3B6
P35659	Q4LE39
H3BR99	O14662
C9JGT8	H0YK95
C9JGT8	H0YK94
K7EL68	Q14568
C9JGT8	H0YJI3
F5GWF6	F5H136
P55345	Q9BV86
F5GWF6	F5H282
A0A087WVV1	B4DFL3
Q96BR9	Q96SQ5
A0A087WVV1	B4DEV8
C9JGT8	H0YJ08
P04637	Q9GZV5
F5GWF6	F5H726
C9JGT8	H0YLX6
B2RA26	Q96F07
B7ZBM8	P61764
C9JGT8	H0YL95
C9JGT8	H0YLI7
P35354	Q9BQE4
P56545	Q13422
H0YN38	O43747
O43639	P22681
A0A096LPJ3	H3BNT7
P27694	Q8TDG4
B4DLA6	Q7Z6P5
C9JGT8	H0YN38
Q24JU4	Q86UM1
F5GWF6	F5H676
C9JAF7	Q13277
Q9BZK7	Q9BZS1
A0A024RAE6	Q86VI3
A4D2B8	P20585
O75899	P18848
E5RFJ8	Q53HJ4
Q7RTS1	Q8IXJ6
P07737	P51692
B3KMK7	Q14650
P24385	Q7L590
E5RFJ8	Q53FG5
C9JAF7	Q13190
A0A087WY71	O94973
Q14966	Q9NYF8
A0A0S2Z492	Q4G0Z9
Q7L590	Q9Y6K9
E9PDM8	Q15437
E9PDM8	Q15436
O00299	P23508
P04637	Q9HD36
P27105	P35998
B4DSZ1	G3V2M8
Q15118	Q9BUB5
A0A087WWM0	B4DF86
A0A087WWM0	B4DF36
Q8N668	Q9Y6G5
O95163	Q15555
P46781	P63244
Q29983	Q8N423
Q96LI5	Q9UPQ9
Q9Y2L6	V9HW42
P46527	P49815
A0A087WWM0	B4DFZ8
O15379	Q8NFD5
E9PQP6	Q59GT6
O95163	Q15691
C4P0D6	Q7Z3N9
A0A087WXQ8	J3KRP2
B7Z1G3	Q96B13
C9JZ20	Q6PUJ7
Q14966	Q9NPJ4
P49450	Q8N257
J3KQ69	Q9NXL9-4
H0YBP9	P61088
C9JDU5	E7EW35
F5GX11	J3KRP2
K7EL68	Q12931
J3QL53	Q59GH5
P11586	P13995
Q05BS0	Q59FS8
B7ZMF3	F8W6L3
J3QL53	Q59EL2
B7Z2S7	J7M2B1
P43235	Q9UI42
P42858	Q9UK73
P15311	P61764
P31947	Q04695
P28070	Q71DI3
A0A087WYL6	E9PD24
F5H282	P48643
B3KNL6	Q6P5Z4
Q53F10	Q9NQ35
P33992	Q53HJ4
Q12931	Q9H6X9
I3L4Z6	P61266
O15169	Q5S007
A8K794	B7Z8H0
P57773	Q9NTQ9
P02649	P04180
P02649	P04156
P53621	Q969X5
C9JGT8	H0Y673
C9JPC0	H0YJC0
A0A087WYL6	E9PG15
A0A087WUL9	O00232
A0A087WUL9	O00231
B2R7T8	P47755
P78371	Q2TU64
Q13576	Q5JYX0
Q5TCM9	Q9BYQ5
Q5TCM9	Q9BYR0
C9K057	P59998
P08100	P15153
H3BRM7	H7C1E4
B4DSZ1	G3V5E2
O60814	Q13415
Q15834	Q8TAU3
A0A087WUL9	O00487
E7ESE2	Q6PUJ7
C9JAF7	Q12846
B4DII5	Q14974
A0A087WUL9	O00303
Q15834	Q8TBZ8
P27694	Q96LW4
B4DSZ1	G3V363
P13349	P51532
Q96HT3	Q9BSR4
Q29983	Q8NHL6
Q14966	Q9NZN8
A0A075B6K4	A0A0B4J2D9
P56545	Q14526
O43294	P12109
O43294	P12110
Q96LI5	Q9UKV8
F8VXU5	O14972
Q6NSC7	U3KPT7
P31939	P43034
O00268	O95402
A0A087X1S9	Q2F831
Q5PSV4	Q96ST3
B2RBP3	H3BQW6
B7Z571	Q75L23
P11678	P55789
A0A0J9YW33	O00161
B7Z9L0	Q99832
Q00534	Q9BZS1
A0A087X2I1	B2R8F2
P27694	Q96T60
A6NKE1	J3KP27
Q05193	Q8IVI9
Q6PEY0	Q9NTQ9
P62750	Q93034
A6NJI9	Q86YK2
P48730	Q155Q3
Q9NPB6	R4GN62
P61088	Q9UJV3
O75084	P0CG48
F8W9Y9	Q16576
O14965	P30307
E9PNM7	E9PQN5
B7ZA86	Q4VY19
P06127	P30203
A3KFL5	E9PI41
O75420	P05019
P39023	Q92616
K7EQH4	Q5QNZ2
Q3B7B9	Q6P1R0
A0A0G2JS17	F5H459
A5PLM5	M0R050
P61088	Q9UNE7
E9PNM7	E9PNY3
A5PLM5	M0R102
P39023	Q92841
P63098	Q99683
O75909	Q8IXJ6
Q01844	Q96T76
A0A087WY71	O95782
B7ZBM8	P63027
C9JPC0	H0YJT1
C9JPC0	H0YJS8
Q59EL2	Q96N86
P18615	Q9Y230
P06753	Q86U42
P11473	Q9NPJ6
Q9Y487	R4GN72
Q9H9Y4	Q9HCN4
B3KXZ4	Q9H4N9
O75326	P09603
P54136	Q6PI48
C9JJ47	Q59FN8
O95721	Q2TAB5
P33993	Q6ZMK4
P08670	Q12934
Q6PK50	Q86SX1
P08034	P0CG48
P30153	Q86U13
Q6PK50	Q86U12
A0A087WUW6	Q562E6
B4DVQ5	Q3B770
A0A087WY10	B2RDG0
A3KFL5	E9PPI9
Q01844	Q96MA1
A0A087X2I1	B2R6D0
A0A1W2PQM3	F8W9Z6
B4E092	Q4G0Z9
J3QLH6	P55036
P30153	Q86XZ2
C9J8M6	C9J911
P17275	Q03112
A0AR27	H3BU86
H0Y561	Q5W0S4
H0Y561	Q5W0S5
P28370	Q9C005
P50281	P80098
Q9BYG4	Q9BYG5
Q5SZX6	Q9BU08
Q8N4C7	Q9NRW7
B5MDF5	Q9Y5L0
B4DU38	B7Z9J8
P20618	Q6MZI6
O95452	P12931
O95155	P54252
A6PVI3	Q92620
B2R7C5	H0Y8E6
P15311	P62993
B7Z2A9	F5GYQ1
P07737	P55160
P56705	Q9UEF7
P68400	Q63ZY3
Q8IZ26	Q9H9S0
B4DXN3	K7EKZ3
O94916	P19174
B4DSX3	E7EQ34
O95470	P54652
O15162	Q92922
Q86XS8	Q969T4
Q99729	Q9H3D4
Q15834	Q96AQ6
O43294	P13224
Q5JP01	Q9BRL8
O75563	P07948
Q6PI26	Q9NX24
P98082	Q96B97
O95155	P54725
O95155	P54727
Q5JP01	Q9BTC8
O75581	Q9BXB1
A0A0S2Z476	J3QS13
A0A0S2Z476	J3QRY4
A0A0S2Z476	J3QS88
A0A0S2Z476	J3QS84
P56545	Q15583
O75553	P52799
E9PNC4	Q6PK37
Q15834	Q96EZ8
P02649	P05067
O00590	P34969
P15311	P62330
H0YJ47	P56377
P49643	Q9NXL9
P15374	Q70CQ2
B4DLA6	P33991
Q92600	Q9BXP5
A0A1B0GVQ5	O15400
Q7RTV0	Q9Y388
P28370	Q9BXF3
P19474	P46527
P10071	P12755
A0A087X2I1	B2RDG0
O95232	P31942
Q9BXW4	Q9H0Y0
A3KFL2	H0Y9L5
A0A0G2JRF9	Q7Z677
A0A0A0MSL3	P61088
A0A0S2Z476	J3QLT0
Q59EL2	Q96DE8
O00233	Q59GS3
Q7Z3K6	Q9NZI6
A0A0S2Z476	J3QLE8
A0A0S2Z476	J3QL53
O15379	Q92786
A0A0A0MRR5	Q9NWZ5
Q8N5B7	Q9BW60
A0A1W2PQE7	P15311
H7C378	Q59GS3
O43823	Q6NSW7
H3BQY9	Q6P186
O43513	Q99814
O15379	Q92831
Q15056	Q96SB4
H7C378	Q59EG8
O15347	Q14765
Q9Y5Y2	X5DR74
A6NDZ8	Q969R5
Q05D78	Q32P42
P04234	P0CG48
B2R548	B4DWR3
Q7Z3K6	Q9NPF5
P60411	Q5T7P3
B4DR91	J3QRW1
B4DR91	J3QSE0
B4DR91	J3QSA9
B7Z7C0	Q8NB89
Q5JB53	Q7RTP8
O14593	Q9UIW0
Q5JB53	Q7RTQ7
Q5JB53	Q7RTQ8
Q5JB53	Q7RTQ9
Q5JB53	Q7RTQ2
Q5JB53	Q7RTQ4
Q5JB53	Q7RTQ0
Q5JB53	Q7RTQ1
O15444	P25106
P68400	Q5SRQ3
P68400	Q5SRQ6
B4DR91	J3QRR3
P28223	P41594
B3KXW5	Q7Z677
A0A0G2JR96	B2RA26
B4DR91	J3QQM1
Q9BQA5	Q9NQ03
B4DXN3	K7EL71
O14497	P0CG47
P98160	Q99814
Q8N254	Q8TDD1
A9YTQ3	O43623
P21675	P46087
P20160	P42574
P60411	Q5TA78
P60411	Q5TA79
A0A0S2Z618	Q9NXL9
P60411	Q5TA82
C9J9C1	Q7L7W2
B7ZA86	Q59EQ2
B4DR91	J3QLH6
O15164	P83916
O00292	P51864
P46776	Q8TD47
O14978	Q9NWS9
A0A0K0K1I8	Q86Y82
Q8TDN6	Q9H7B2
B1AL69	Q9BV61
B4DRF6	Q6ZMK4
O75475	Q9Y222
Q8NCP5	Q9BYN7
A8K2S7	H0Y579
O00161	Q9H115
O15198	P27540
A0A087X2I1	P55036
B4DJB1	G3V3X7
G3V3H3	Q7Z5Q8
Q8TDN6	Q9H9Y2
B4DJB1	G3V5J6
B4DJB1	G3V4P7
C9J8M6	C9K087
P07585	P51884
Q9BPX4	Q9Y3W7
H3BR99	O15400
P48995	Q8IWP8
P18405	P23634
P0C869	Q05586
O43294	P14598
P78317	Q969T4
O14653	Q5VIR6
O00255	Q00653
G3V2U3	J3KSB0
O00161	Q9H3Z4
G3V2U3	J3KRU1
H0YLB0	P28356
Q01860	Q8N344
P41212	P48431
A0A0C4DGH5	B3KTW0
A0A0C4DGH5	B3KU45
H0YJS8	P25786
H0YJS8	P25787
H0YJS8	P25788
H0YJS8	P25789
B1AMU7	H0Y9L5
P43629	Q31612
Q00403	Q92793
O94921	Q8ND76
Q14201	Q9UIV1
P60411	Q5T5B0
H3BQY9	Q6NSC7
P60411	Q5T5A8
Q15650	Q15788
Q5SRD1	Q9Y3D7
P46379	Q07021
H0YMA1	P43686
C9JXB8	C9JZ88
A0A1B0GW76	B0AZT9
Q01860	Q8N7R0
P27694	Q99543
B7Z478	P49720
Q00403	Q92600
C9J8M3	Q59GW7
P27694	Q99459
Q14201	Q9UFF9
B3KNZ4	Q6ZNE1
P78317	Q96B02
P50990	Q5SZW8
P50990	Q5SZX6
P05067	Q9Y2H9
P50990	Q5SZX9
Q15797	Q9NY30
A0A1W2PPG1	Q6P186
P38646	Q92905
O15265	P51665
P05067	Q9Y287
Q3KQZ1	Q99460
B4DZS0	O60543
B4DJX9	X5D7S1
A0A0B4J2D9	P11912
P21675	P49792
B7Z1E8	O14641
B7Z1E8	O14640
O43889	Q8TEY5
F5GX11	J3QQM1
A0A096LP07	Q53GN6
A0A096LP07	Q53HJ0
P21675	P49917
E5RHF2	H7C531
A0A096LP07	Q53FV3
B4DZ95	P36957
O95863	Q15796
E5RHF2	H7C3T0
C9JZI1	Q6FI35
C9JZI1	Q6FHF5
P08670	Q14194
A0A0S2Z5Q9	Q6ZMK4
O95863	Q15022
H0YA24	Q64LD2
B7Z4W4	Q8NBM4
H0YLC2	Q75L23
P55317	P56177
A0A087WZN1	B4DU38
P27694	Q8WVB6
O43313	O95071
C9JAF7	Q16623
F5GX11	J3QLH6
A0A087WZN1	B4DSY4
P21675	P49450
Q16623	Q5TZX9
B1ALA7	P11908
A8K4W7	E9PDQ8
B4DR91	Q53GF5
O15265	P55072
Q53FG5	Q53HJ4
B4DR91	Q53HB3
J3QLA6	Q86U13
O00311	P06493
P42858	P50570
J3KTB0	Q9BT78
A1A584	Q8TAR2
Q01844	Q8WXF8
O00622	P01106
O60248	P35453
F5H1F6	Q9UK41
P50616	Q15797
E9PM09	P17987
C9JH72	P40938-2
B4DMT8	Q5VWU8
B4DMT8	Q5VWV2
Q01844	Q99873
B4DGW3	B4DL14
B1AH80	H7C1X3
Q01844	Q99623
H0YA24	Q5SRN1
B0QY21	Q5BKZ2
P53618	P61266
P42858	Q9Y4K3
O75379	Q5T5C0
F5H282	Q9H369
P40938-2	Q6LES9
J3QLE8	P61201
Q2TSD0	Q5ZEY3
P49721	Q9UNS2
Q9NYF8	Q9UK58
P29353	Q9H5I1
P42858	Q9Y297
Q9NYF8	Q9UIF8
Q9NYF8	Q9UIS9
J3QLA6	Q86XZ2
P46776	Q96L21
Q8NBS9	Q92769
P13765	P26718
A2AB88	Q9UHV9
Q13188	Q86WH2
P19474	Q9C035
Q14119	Q9NV56
A0A0G2JR96	P55160
Q05397	Q6UVK1
Q12824	Q7Z589
Q9HAV0	Q9Y266
P33992	Q59F49
D6RJ86	Q9BRG1
B7Z9J8	D3DWV9
Q13435	Q9Y388
Q13435	Q9Y2W1
P51946	Q96AE4
O43603	Q8NHW4
Q16665	Q99081
P0DMV9	Q9H3D4
P17098	P24385
A0JLM9	Q9NTJ3
C9J4U1	Q14974
P53350	Q86UE8
B7Z425	Q96NA8
B3KW74	K7EQ16
P04626	P78314
P62333	Q9NSM5
P08865	P14868
B3KW74	K7ENJ0
P28066	Q6MZI6
F5GX11	J3QRR3
Q9HAV0	Q9Y572
F5GX11	J3QRW1
J3QS88	O95325
F5GX11	J3QSA9
P0CG47	Q02818
O60814	Q16695
F5GZI3	Q9BYG4
F5GZI3	Q9BYG5
P53350	Q86Y33
O60814	Q16778
P62333	Q9NRD1
B3KW74	K7ELW1
Q15834	Q99426
P21675	P48378
P21675	P48382
P21675	P48380
P19474	Q9BZR9
P49841	P84022
Q16665	Q99608
P39023	Q8TDN6
B4E001	Q9NPD3
P51692	Q9NQG5
P39023	Q8TD47
C9JH72	P35250
P62750	Q969P0
C9JH72	P35249
B4DND6	O95325
P61088	Q9Y4L5
B4E001	Q9NQT4
B1AH80	Q13177
B1AH80	Q13153
P08670	Q13547
Q01664	Q9NQX1
O14964	Q66K58
B4DL39	P52701
H0YK95	H0YLX6
H0YK95	H0YN38
O00255	Q03164
Q14978	Q9BVJ6
O43889	Q96DZ9
P05067	P51693
Q13283	Q9UN86
P30084	Q13011
B2R8F2	J3KRP2
B4DEC2	Q7Z3R8
B7Z425	Q96AJ9
H0YK95	H0YLI7
Q07020	Q92616
G3V5J6	H0YK95
G3V5J6	H0YK94
P53539	Q92769
B2RE64	Q12846
G3V5J6	H0YJ47
G3V5J6	H0YJ08
Q16623	Q5SQN1
Q9NZ72	Q9UL62
O60609	Q99748
B4DMP7	Q59EG8
O94855	P32856
P17812	P49915
O00622	P02462
G3V5J6	H0YL95
